note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
669dbcb20000000025006f4e,normal,豆包后续会变付费吗？,"[微笑R]最近有个人工智能app出现在我的眼皮底下，然后下载了试着了解了一下，还不错，不像那种死板的人工智障，里面的内容全部都是免费的
那么问题来了，他会不会像某剪某映一样，一开始功能全部免费使用到后来的要开通vip使用部分功能，我问了豆包回复：并将迈入付费商业化阶段，后续有可能根据实际情况调整
使用起来雀食方便，一问及答，现在免费的用习惯了，到时候付费付不起就痛苦了[失望R][失望R]
#豆包app[话题]# #人工智能[话题]# #AI人工智能[话题]# #豆包[话题]# #AI[话题]#",,1721613490000,1721613612000,60291d450000000001003ebb,momo,https://sns-avatar-qc.xhscdn.com/avatar/6048ba2c7d74ef430bd46da2.jpg,149,45,48,14,,"http://sns-webpic-qc.xhscdn.com/202603091745/3f61615134e49a5a4d67571e55a142c1/1040g2sg315hngstjgqd05o193l2g8flr15l9sr0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202603091745/e67f6b361cbeee78cd8a8b40c512594a/1040g2sg315hngstjgqcg5o193l2g8flr2uu9f8o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202603091745/5841c225a910d961e1a722dcd8072511/1040g2sg315hngstjgqdg5o193l2g8flr6kp1a38!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202603091745/bf41c28c9d898061fdfa723a6e19394a/1040g2sg315hngstjgqc05o193l2g8flr1kl1308!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202603091745/d239fd6a4f8577717b4f22e5553b4551/1040g2sg315hngstjgqb05o193l2g8flrkv4nli0!nd_dft_wlteh_jpg_3","豆包app,人工智能,AI人工智能,豆包,AI",1773049527161,https://www.xiaohongshu.com/explore/669dbcb20000000025006f4e?xsec_token=ABzHkz_LviaqgXH6JobYX2r0rkltkZ43leCQJbE3Z9KJo=&xsec_source=pc_search,豆包收费,ABzHkz_LviaqgXH6JobYX2r0rkltkZ43leCQJbE3Z9KJo=
68e522eb00000000030348c2,normal,豆包收费的原因找到了,突然发现豆包在漂亮这边使用还要收费，但是在中国是不收费的，刚才问了ChatGPT终于找到原因了，分享给有同样疑问的小伙伴#豆包[话题]#,,1759847147000,1759847147000,5fa4978a00000000010040ae,AI 炼金狸花猫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31t1o59va620g5nt4iu508g5e94beopg,16,,,6,,http://sns-webpic-qc.xhscdn.com/202603091745/595604146f1fe84e409e78f2d2c1368a/notes_pre_post/1040g3k831nbdgqghl81g5nt4iu508g5ec0i29e8!nd_dft_wlteh_webp_3,豆包,1773049527165,https://www.xiaohongshu.com/explore/68e522eb00000000030348c2?xsec_token=ABU9bp2KDqZK2pHF6i413SEyGnjwyoCZ48bmoaF9q0fTM=&xsec_source=pc_search,豆包收费,ABU9bp2KDqZK2pHF6i413SEyGnjwyoCZ48bmoaF9q0fTM=
6955f2c3000000001e01605c,normal,豆包手机后续Ai服务或将要收费,#豆包[话题]##豆包手机[话题]#,,1767240387000,1767240387000,6146b95b000000001f03463b,耶耶好学笔记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319mni6hp7i505oa6n5dnuhhrpv2rcuo,148,34,62,10,,http://sns-webpic-qc.xhscdn.com/202603091745/e820ffd85a6d4ac29e07787936041da1/notes_pre_post/1040g3k031qpk42rsn26g5oa6n5dnuhhr89qnaco!nd_dft_wlteh_webp_3,"豆包,豆包手机",1773049527168,https://www.xiaohongshu.com/explore/6955f2c3000000001e01605c?xsec_token=ABkSZLvu-RwGJth5XW373H7vGhs5BIXO0l53ux9uJDAWg=&xsec_source=pc_search,豆包收费,ABkSZLvu-RwGJth5XW373H7vGhs5BIXO0l53ux9uJDAWg=
67fa7037000000001c03cd70,normal,豆包，我讨厌你,豆包，我讨厌你！差不多调整好PPT想要导出的时候才发现需要会员[抽泣R][抽泣R],,1744465975000,1744465976000,65ab4924000000000e026aaa,沦湖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31csnt57vgk605pdb94i3kqlaua68ljo,67,6,7,13,,http://sns-webpic-qc.xhscdn.com/202603091745/5051455e06cd25c6c24bd2f874bdb5dc/1040g2sg31g68catvi0905pdb94i3kqlad7af46g!nd_dft_wgth_webp_3,,1773049527170,https://www.xiaohongshu.com/explore/67fa7037000000001c03cd70?xsec_token=ABbBbIe7BrwKzVCrjlbm0_SSfRXBJSxHcOJ43I2lf0mLE=&xsec_source=pc_search,豆包收费,ABbBbIe7BrwKzVCrjlbm0_SSfRXBJSxHcOJ43I2lf0mLE=
69717a6e000000000d009a28,normal,"为什么作为开山祖师的gpt是收费的
而deepseek和豆包
是完全免费的？
#互联网大厂[话题]# #大模型[话题]# #AI工具[话题]# #ai[话题]#","为什么作为开山祖师的gpt是收费的
而deepseek和豆包
是完全免费的？
#互联网大厂[话题]# #大模型[话题]# #AI工具[话题]# #ai[话题]#",,1769044590000,1769044591000,68b1d72e000000001a027d9a,商刊在线,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qtm8re27g605q5hqsn6kvcq6c8cp0g,51,26,574,6,,http://sns-webpic-qc.xhscdn.com/202603091745/d8ac82c8e87fec410c144303554f3a9c/1040g2sg31rkgcdg0iakg5q5hqsn6kvcqd93bfc0!nd_dft_wlteh_webp_3,"互联网大厂,大模型,AI工具,ai",1773049527172,https://www.xiaohongshu.com/explore/69717a6e000000000d009a28?xsec_token=ABigmiB4iQ3TyLYqErV7EZlG6sFJSznZQP77kUvgeYcsc=&xsec_source=pc_search,豆包收费,ABigmiB4iQ3TyLYqErV7EZlG6sFJSznZQP77kUvgeYcsc=
699338d1000000001d010a9d,video,关于豆包收费,#豆包[话题]# #2026春晚[话题]#,http://sns-video-alos.xhscdn.com/stream/79/110/259/01e99338b145c992010370039c671619e0_259.mp4,1771256017000,1771256018000,66fa6d95000000001d0314a5,你的大叔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jokt1ef2o6g5pnqdmane555vc4i8gg,1,,,,四川,http://sns-webpic-qc.xhscdn.com/202603091745/ccc46ee35ecf8b70e17f5ea866000b07/1040g00831slet7ec5s6g5pnqdmane5551si2i8g!nd_dft_wlteh_webp_3,"豆包,2026春晚",1773049527174,https://www.xiaohongshu.com/explore/699338d1000000001d010a9d?xsec_token=ABlW_R9f7xrN0sUaRK9SI_UWQrl48h-5HfQXRuxG2hvO0=&xsec_source=pc_search,豆包收费,ABlW_R9f7xrN0sUaRK9SI_UWQrl48h-5HfQXRuxG2hvO0=
694b32ad000000001e020f52,normal,我已经离不开豆包了,"工作中用过好几个AI，可能我给它灌输了很多东西，它是有记忆的，总体干得很好，而且它的算力真的厉害，从来没有“忙”过。
不过也提醒一下同行，千万不要把稿子直接喂给它，喂了可能就进它的库了。
现在工作生活时不时会问一下豆包，没想到不到一年真的改变了生活。它可别收费，穷编辑付不起，收费就要分手了[笑哭R][笑哭R][笑哭R]#出版[话题]# #编辑日常[话题]# #行业交流[话题]# #豆包[话题]# #ai[话题]# #ai工具[话题]#",,1766535853000,1766535854000,57048c471c07df622d6a4d78,不孤独的观星人,https://sns-avatar-qc.xhscdn.com/avatar/5c47173c3802d90001424664.jpg,5,,2,,,http://sns-webpic-qc.xhscdn.com/202603091745/843ebfcd5a2a797b6151bc5ee39d14d8/1040g2sg31qf40tt97oe047nhop64ejbo1fn5f0g!nd_dft_wlteh_webp_3,"出版,编辑日常,行业交流,豆包,ai,ai工具",1773049527177,https://www.xiaohongshu.com/explore/694b32ad000000001e020f52?xsec_token=AB0W4O80jNn8-mrQgH0JsPcD7kuUFwKy70qZE-0qGrSmo=&xsec_source=pc_search,豆包收费,AB0W4O80jNn8-mrQgH0JsPcD7kuUFwKy70qZE-0qGrSmo=
697993aa0000000022023781,normal,感谢豆包把我连续扣费两年的会员费要回来了,"偶然在账单发现自己莫名有个25块的扣费，一翻才知道已经连续扣费一年10个月，一共是550大洋‼️天塌了
1️⃣联系了账单里面的“联系商家”，我强调了【自己根本不知情，每个月都是莫名扣费的，而且我根本没使用这个软件了】，客服表示我签了免密支付并且自动扣费，我态度强硬表示必须退款。客服说“只可以退一年”
，我说“先把一年的退我，其他的我再看看”
2️⃣我提问了豆包，豆包说三年之内都可以退的，并给出了上面的详细步骤，我依然是先打电话联系客服，打12315这个我还是放在最后，因为用过的都知道，过程漫长且费劲，有的企业根本不怕的。
跟客服沟通，依然保持态度强硬，“消费者权益和民法典”都要求必须退款，3年都有效，不退款立马投诉315，你的工号多少，我一起投诉。客服说他去沟通一下。等了一分钟后，回复说可以了，并指引我在平台操作。
3️⃣最后提醒大家：在自己的付款软件定时检查是否有自动扣费，路径如下👇🏻
我的——右上角设置——支付设置——自动续费/免密支付
#避坑指南[话题]# #豆包[话题]# #消费者权益[话题]#",,1769575338000,1769575338000,690cc09f000000003700337d,刘亦菲来过,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rsgagck2g005q8co2ftocrtl8ra5ao,21,11,,4,,"http://sns-webpic-qc.xhscdn.com/202603091745/234a097e20d4d607fabf55a64878b675/notes_pre_post/1040g3k031rscn864ia305q8co2ftocrtc0f7lf0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/29cb47f6439dd963ae71f99305b0498b/notes_pre_post/1040g3k031rscn864ia3g5q8co2ftocrt5724t00!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/62c2e850383135a2551c9b0fd27ae9ee/notes_pre_post/1040g3k031rscn864ia505q8co2ftocrtohbj4pg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/e284a61e0a4299466f44291e21640b46/notes_pre_post/1040g3k031rscn864ia5g5q8co2ftocrtcev1nf8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/721352bd172f6016deef036e249ccc07/notes_pre_post/1040g3k031rscn864ia405q8co2ftocrt97jgut0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/3c0de807e8e97f9d16a7af9a654e7570/notes_pre_post/1040g3k031rscn864ia4g5q8co2ftocrt19b3l90!nd_dft_wlteh_webp_3","避坑指南,豆包,消费者权益",1773049527179,https://www.xiaohongshu.com/explore/697993aa0000000022023781?xsec_token=ABsqbJgF2zfz2lM-9tEVyR2axj7QOGPLPiKziDT-JKLM0=&xsec_source=pc_search,豆包收费,ABsqbJgF2zfz2lM-9tEVyR2axj7QOGPLPiKziDT-JKLM0=
69330151000000001b02415c,normal,不要啊豆包,"今天为了申请新功能内测去复制了uid，在复制的时候发现了图2！
豆包开始显示积分了！！！
我去，该不会要收费了吧！
你可是我们唯一的希望啊，豆包啊！
补药这样啊！！！！！
#askmeanything[话题]# #豆包收费[话题]# #豆包积分系统[话题]# #豆包要积分[话题]##豆包[话题]#",,1764950353000,1764950353000,556f0517c2bdeb527a6f961d,赛博小熊猫Loki,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31holl1ce3o0040np732hf5gt4vdgi78,15,8,14,,,"http://sns-webpic-qc.xhscdn.com/202603091745/b45a88b67efc1d957a5b869c8e9739c8/notes_pre_post/1040g3k831pn8vh9r4ga040np732hf5gt48jd840!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/311340886c2a712fd6d3a2832bc35afd/notes_pre_post/1040g3k831pn8vh9r4gag40np732hf5gt5hl8fg8!nd_dft_wlteh_webp_3","askmeanything,豆包收费,豆包积分系统,豆包要积分,豆包",1773049527183,https://www.xiaohongshu.com/explore/69330151000000001b02415c?xsec_token=ABV_R2NQDvWmi-FaRx9an0F8BzXk6Xqrr4DeWZPiuzZXU=&xsec_source=pc_search,豆包收费,ABV_R2NQDvWmi-FaRx9an0F8BzXk6Xqrr4DeWZPiuzZXU=
6872fe420000000024009bfd,normal,大模型费用对比：腾讯元宝最便宜，Grok疯了,#大模型[话题]# #多模态人工智能[话题]# #大模型排名[话题]# #大模型训练[话题]# #人工智能[话题]# #ai[话题]# #腾讯元宝[话题]# #豆包生图[话题]#,,1752366658000,1752366659000,66b23a8e000000001d0320d2,职场杨大叔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318u25re1kc005pli7a77e86ivsu5018,15,16,3,1,,http://sns-webpic-qc.xhscdn.com/202603091745/d579562311b054ad8b4d8fa45a641b5a/notes_pre_post/1040g3k031jrvne892o005pli7a77e86ijutrfkg!nd_dft_wlteh_webp_3,"大模型,多模态人工智能,大模型排名,大模型训练,人工智能,ai,腾讯元宝,豆包生图",1773049527186,https://www.xiaohongshu.com/explore/6872fe420000000024009bfd?xsec_token=ABe8up7znsJr6Zcc1JwdhXXdYV86n309gj0NV5tX2xwUc=&xsec_source=pc_search,豆包收费,ABe8up7znsJr6Zcc1JwdhXXdYV86n309gj0NV5tX2xwUc=
